Gene.Symbol,EnsID,entrez_id,hgnc_symbol,tissue,phase,pval,fdr,rsq,rAmp,fitmean,amp,G1Acro,Peg,hgnc_name,gene_biotype,type
AC004840.9,ENSG00000175873,NA,NA,Artery Tibial,1.10686296,0.681235534,0.868740176,0.030497658,0.130882357,2.587182897,0.338616595,0.84386682,0.26299614,NA,NA,NoEntrez
AC004893.11,ENSG00000242687,101927550,LOC101927550,Artery Tibial,2.883439858,0.538239461,0.791260073,0.06367219,0.129778346,3.358459316,0.435855294,0.84386682,2.039573038,uncharacterized LOC101927550,antisense_RNA,antisense_RNA
AC004951.5,ENSG00000239556,NA,NA,Artery Tibial,2.929914945,0.092057349,0.339176591,0.107853665,0.119285481,5.953748208,0.710195718,0.84386682,2.086048125,NA,NA,NoEntrez
AC004967.7,ENSG00000243554,NA,NA,Artery Tibial,6.064172427,0.139995237,0.416293206,0.064930256,0.10109099,15.2409224,1.540719936,0.84386682,5.220305607,NA,NA,NoEntrez
AC004980.7,ENSG00000205485,100133091,LOC100133091,Artery Tibial,3.921279512,0.572221054,0.812175989,0.058212458,0.112400268,3.864607488,0.434382918,0.84386682,3.077412691,uncharacterized LOC100133091,transcribed_unprocessed_pseudogene,other
AC004985.12,ENSG00000241057,NA,NA,Artery Tibial,3.346639545,0.03608485,0.214634746,0.093826994,0.14455946,6.753517353,0.976284824,0.84386682,2.502772725,NA,NA,NoEntrez
AC004987.9,ENSG00000233225,NA,NA,Artery Tibial,0.569277212,0.147457916,0.426889261,0.035293777,0.192332105,4.356812075,0.837954836,0.84386682,6.008595699,NA,NA,NoEntrez
AC005076.5,ENSG00000224046,101927420,LOC101927420,Artery Tibial,2.148536738,0.380554476,0.677349039,0.010291716,0.068262694,1.340723723,0.091521413,0.84386682,1.304669918,uncharacterized LOC101927420,antisense_RNA,antisense_RNA
AC005104.3,ENSG00000223374,NA,NA,Artery Tibial,3.625769018,0.115896916,0.377607787,0.096189693,0.25502905,10.673584,2.72207399,0.84386682,2.781902198,NA,NA,NoEntrez
AC005154.6,ENSG00000196295,NA,NA,Artery Tibial,3.351480059,0.396292966,0.690131274,0.039466835,0.145601427,12.27329963,1.78700994,0.84386682,2.507613239,NA,NA,NoEntrez
AC005154.7,ENSG00000244480,NA,NA,Artery Tibial,2.983449402,0.379944686,0.676986606,0.076170587,0.183800412,5.854708175,1.076097772,0.84386682,2.139582582,NA,NA,NoEntrez
AC005229.1,ENSG00000264918,NA,NA,Artery Tibial,4.20941533,0.904449613,0.966669763,0.00808203,0.102870826,3.171123328,0.326216076,0.84386682,3.36554851,NA,NA,NoEntrez
AC005253.2,ENSG00000268030,NA,NA,Artery Tibial,3.962717612,0.61859927,0.836115985,0.02384466,0.11166518,8.506252528,0.949852218,0.84386682,3.118850792,NA,NA,NoEntrez
AC005306.3,ENSG00000267283,NA,NA,Artery Tibial,1.524630009,0.993841927,0.998100204,0.013917162,0.08663421,5.557524984,0.481471784,0.84386682,0.680763189,NA,NA,NoEntrez
AC005329.7,ENSG00000248015,NA,NA,Artery Tibial,2.953246578,0.127213672,0.395509953,0.105459851,0.219211408,1.496442655,0.328037301,0.84386682,2.109379758,NA,NA,NoEntrez
AC005363.9,ENSG00000255513,NA,NA,Artery Tibial,5.550910304,0.048733499,0.249675965,0.09801811,0.39302949,7.688803223,3.021926406,0.84386682,4.707043484,NA,NA,NoEntrez
AC005387.2,ENSG00000269191,NA,NA,Artery Tibial,3.659216072,0.030799855,0.19915027,0.08113625,0.242926208,2.187408126,0.531378762,0.84386682,2.815349252,NA,NA,NoEntrez
AC005387.3,ENSG00000268938,NA,NA,Artery Tibial,3.743297536,0.033865339,0.207587129,0.129783433,0.283689852,3.72448432,1.056598405,0.84386682,2.899430715,NA,NA,NoEntrez
AC005517.3,ENSG00000223878,NA,NA,Artery Tibial,3.396981196,0.018964918,0.156831718,0.094703385,0.273796721,2.761544026,0.7561017,0.84386682,2.553114376,NA,NA,NoEntrez
AC005519.4,ENSG00000258559,NA,NA,Artery Tibial,3.623035456,0.209414054,0.50562051,0.05340347,0.165988706,8.26722133,1.372265369,0.84386682,2.779168636,NA,NA,NoEntrez
AC005550.4,ENSG00000229108,NA,NA,Artery Tibial,3.405168936,0.225827525,0.524995076,0.050025412,0.21776107,3.960940686,0.862538683,0.84386682,2.561302116,NA,NA,NoEntrez
AC005618.6,ENSG00000272070,NA,NA,Artery Tibial,2.62532672,0.69519868,0.87672765,0.026546131,0.089431364,2.330719308,0.208439407,0.84386682,1.7814599,NA,NA,NoEntrez
AC005682.5,ENSG00000228649,109729180,SNHG26,Artery Tibial,0.592975585,0.712339363,0.886596445,0.010793397,0.113798372,5.74923749,0.654253869,0.84386682,6.032294072,small nucleolar RNA host gene 26,processed_transcript,other
AC005682.6,ENSG00000226329,NA,NA,Artery Tibial,0.977464137,0.186274418,0.476000671,0.001994561,0.039883143,4.113945719,0.164077084,0.84386682,0.133597317,NA,NA,NoEntrez
AC005740.6,ENSG00000271871,NA,NA,Artery Tibial,3.136478207,0.996072766,0.998945266,0.009062395,0.070626562,1.404511109,0.099195791,0.84386682,2.292611387,NA,NA,NoEntrez
AC005785.2,ENSG00000268189,NA,NA,Artery Tibial,3.56116924,0.269718514,0.57600246,0.064791868,0.20713632,2.83208602,0.586627876,0.84386682,2.71730242,NA,NA,NoEntrez
AC005789.11,ENSG00000267473,NA,NA,Artery Tibial,5.823288141,0.084875689,0.326132226,0.123449846,0.736868455,2.476972452,1.825202864,0.84386682,4.979421321,NA,NA,NoEntrez
AC005943.5,ENSG00000267161,NA,NA,Artery Tibial,1.29480983,0.626506211,0.841079262,0.040328279,0.143502702,1.532945358,0.2199818,0.84386682,0.45094301,NA,NA,NoEntrez
AC006126.4,ENSG00000267045,NA,NA,Artery Tibial,5.307362517,0.681645309,0.868740176,0.008241795,0.128962295,2.676957836,0.345226626,0.84386682,4.463495697,NA,NA,NoEntrez
AC006547.13,ENSG00000236540,NA,NA,Artery Tibial,3.103840492,0.720029375,0.889497858,0.009116974,0.051099677,4.585215069,0.234303008,0.84386682,2.259973672,NA,NA,NoEntrez
AC006942.4,ENSG00000269194,NA,NA,Artery Tibial,0.573172189,0.859335036,0.950749602,0.004694181,0.0652084,1.982974832,0.129306616,0.84386682,6.012490676,NA,NA,NoEntrez
AC006978.6,ENSG00000235859,NA,NA,Artery Tibial,5.178005429,0.634806291,0.844845679,0.05858743,0.185602881,9.146247723,1.69756993,0.84386682,4.334138609,NA,NA,NoEntrez
AC007000.11,ENSG00000237815,NA,NA,Artery Tibial,2.378220182,0.613559696,0.833446775,0.026616754,0.160515207,3.100810068,0.497727171,0.84386682,1.534353362,NA,NA,NoEntrez
AC007000.12,ENSG00000205482,NA,NA,Artery Tibial,2.624237098,0.062364026,0.281953815,0.131739427,0.250174132,1.552993072,0.388518694,0.84386682,1.780370278,NA,NA,NoEntrez
AC007038.7,ENSG00000229127,NA,NA,Artery Tibial,2.984092216,0.082548021,0.321637106,0.119306232,0.202176369,2.656717163,0.537125429,0.84386682,2.140225396,NA,NA,NoEntrez
AC007193.10,ENSG00000269124,NA,NA,Artery Tibial,2.082125461,0.189549776,0.480310167,0.133195658,0.483871449,12.25278462,5.928772648,0.84386682,1.238258641,NA,NA,NoEntrez
AC007193.9,ENSG00000268810,NA,NA,Artery Tibial,3.035797003,0.286535885,0.592959659,0.081719259,0.210631993,6.601870697,1.390565185,0.84386682,2.191930183,NA,NA,NoEntrez
AC007228.11,ENSG00000269696,NA,NA,Artery Tibial,2.287325599,0.335778125,0.639945071,0.068100308,0.181179891,1.626152901,0.294626206,0.84386682,1.443458779,NA,NA,NoEntrez
AC007228.9,ENSG00000268568,NA,NA,Artery Tibial,2.083123942,0.390886668,0.686373745,0.051492248,0.22959716,4.721172447,1.083967788,0.84386682,1.239257122,NA,NA,NoEntrez
AC007246.3,ENSG00000231312,728730,LOC728730,Artery Tibial,2.680680125,0.866625404,0.953586715,0.041574799,0.07951934,3.295274641,0.262038064,0.84386682,1.836813305,uncharacterized LOC728730,antisense_RNA,antisense_RNA
AC007276.5,ENSG00000227855,442524,DPY19L2P3,Artery Tibial,2.833939616,0.020998761,0.165965447,0.186092218,0.177720465,1.39861424,0.248562373,0.84386682,1.990072796,DPY19L2 pseudogene 3,transcribed_unprocessed_pseudogene,other
AC007283.4,ENSG00000235579,NA,NA,Artery Tibial,2.836294865,0.642834566,0.849393228,0.076428399,0.210613107,11.09224011,2.336171149,0.84386682,1.992428045,NA,NA,NoEntrez
AC007292.6,ENSG00000267980,NA,NA,Artery Tibial,4.559862034,0.818045347,0.93431551,0.00492777,0.065614738,1.625868721,0.10668095,0.84386682,3.715995214,NA,NA,NoEntrez
AC007318.5,ENSG00000172974,NA,NA,Artery Tibial,1.919422332,0.618555818,0.836115985,0.032746234,0.157270293,2.866500687,0.450815404,0.84386682,1.075555512,NA,NA,NoEntrez
AC007362.1,ENSG00000180672,NA,NA,Artery Tibial,1.443615987,0.794859946,0.924174086,0.034547877,0.342318139,7.191104667,2.461645567,0.84386682,0.599749167,NA,NA,NoEntrez
AC007382.1,ENSG00000268688,NA,NA,Artery Tibial,2.439224211,0.103253933,0.358130001,0.137327664,0.316345494,2.076160315,0.656783961,0.84386682,1.595357391,NA,NA,NoEntrez
AC007383.3,ENSG00000227946,NA,NA,Artery Tibial,3.23846627,0.169471582,0.45564123,0.060929974,0.101166043,4.512011298,0.456462328,0.84386682,2.39459945,NA,NA,NoEntrez
AC007390.5,ENSG00000218739,100505876,CEBPZOS,Artery Tibial,3.080497967,0.649922741,0.85379552,0.08570564,0.075948796,22.07722869,1.676738944,0.84386682,2.236631147,CEBPZ opposite strand,protein_coding,protein_coding
AC007401.2,ENSG00000217075,NA,NA,Artery Tibial,3.785803583,0.969850051,0.989873113,0.049778574,0.321395269,2.241838493,0.720516285,0.84386682,2.941936763,NA,NA,NoEntrez
AC007405.6,ENSG00000239467,NA,NA,Artery Tibial,2.291639273,0.202421894,0.496570864,0.038256386,0.127370538,5.174231459,0.659044643,0.84386682,1.447772453,NA,NA,NoEntrez
AC007551.3,ENSG00000228878,NA,NA,Artery Tibial,3.341077432,0.000593356,0.028662618,0.299145653,0.369775184,2.141776337,0.791975739,0.84386682,2.497210612,NA,NA,NoEntrez
AC007566.10,ENSG00000244055,NA,NA,Artery Tibial,3.221757984,0.07096166,0.298373558,0.121773881,0.209935648,6.909345924,1.450518013,0.84386682,2.377891164,NA,NA,NoEntrez
AC007620.3,ENSG00000242539,NA,NA,Artery Tibial,3.298415997,0.459074739,0.734265854,0.068482992,0.124293083,21.68922819,2.695821035,0.84386682,2.454549177,NA,NA,NoEntrez
AC007969.5,ENSG00000233762,NA,NA,Artery Tibial,0.634747846,0.510040023,0.772059575,0.025497845,0.11798295,15.08635609,1.779932802,0.84386682,6.074066333,NA,NA,NoEntrez
AC008592.3,ENSG00000251000,NA,NA,Artery Tibial,0.183603509,0.00792475,0.101606129,0.119190347,0.585717097,1.893369305,1.108978772,0.84386682,5.622921996,NA,NA,NoEntrez
AC008731.1,ENSG00000256439,NA,NA,Artery Tibial,2.947040028,0.603538082,0.829015179,0.038972718,0.157682417,3.957607902,0.624045178,0.84386682,2.103173208,NA,NA,NoEntrez
AC008746.12,ENSG00000267838,NA,NA,Artery Tibial,3.810309406,0.341146407,0.644089137,0.031439682,0.166796461,3.602271338,0.60084611,0.84386682,2.966442586,NA,NA,NoEntrez
AC008746.5,ENSG00000235681,NA,NA,Artery Tibial,2.363904502,0.88861577,0.961428885,0.038830756,0.18108883,3.080460451,0.557836978,0.84386682,1.520037682,NA,NA,NoEntrez
AC009120.3,ENSG00000239763,NA,NA,Artery Tibial,2.962478941,0.32623091,0.629912458,0.028172175,0.128986745,3.249988813,0.41920548,0.84386682,2.118612121,NA,NA,NoEntrez
AC009120.5,ENSG00000260884,NA,NA,Artery Tibial,2.496647902,0.715516745,0.888128056,0.022273134,0.115887371,2.687083333,0.311399022,0.84386682,1.652781082,NA,NA,NoEntrez
AC009120.6,ENSG00000259972,NA,NA,Artery Tibial,3.359285527,0.05373015,0.263228603,0.072264231,0.168909891,3.010278979,0.508465895,0.84386682,2.515418707,NA,NA,NoEntrez
AC009133.12,ENSG00000261690,NA,NA,Artery Tibial,3.705808287,0.003415003,0.067405866,0.178921341,0.281488209,8.160363941,2.297046227,0.84386682,2.861941467,NA,NA,NoEntrez
AC009133.14,ENSG00000238045,NA,NA,Artery Tibial,3.879776646,0.039215268,0.223676135,0.030571503,0.124492744,3.682376999,0.458429217,0.84386682,3.035909826,NA,NA,NoEntrez
AC009228.1,ENSG00000242628,NA,NA,Artery Tibial,1.325809159,0.591387853,0.822188061,0.032906319,0.216715648,1.509473728,0.327126577,0.84386682,0.481942339,NA,NA,NoEntrez
AC009299.5,ENSG00000232320,NA,NA,Artery Tibial,2.8061741,0.121881328,0.387278501,0.000588552,0.02089268,7.174547083,0.149895514,0.84386682,1.962307279,NA,NA,NoEntrez
AC009403.2,ENSG00000216895,100506302,LOC100506302,Artery Tibial,2.200471184,0.179096005,0.467132762,0.107679755,0.140856558,2.103692185,0.29631884,0.84386682,1.356604364,uncharacterized LOC100506302,antisense_RNA,antisense_RNA
AC009501.4,ENSG00000231609,100132215,LOC100132215,Artery Tibial,3.124449223,0.704890775,0.88176005,0.068777064,0.196117244,1.885380062,0.369755541,0.84386682,2.280582403,uncharacterized LOC100132215,antisense_RNA,antisense_RNA
AC009506.1,ENSG00000224152,NA,NA,Artery Tibial,2.275012594,0.364103829,0.663982681,0.074451134,0.139303841,3.537246652,0.492752045,0.84386682,1.431145774,NA,NA,NoEntrez
AC009948.5,ENSG00000223960,101927027,LOC101927027,Artery Tibial,3.683473487,0.176658132,0.464431939,0.080724333,0.160855135,7.443059684,1.197254371,0.84386682,2.839606667,uncharacterized LOC101927027,antisense_RNA,antisense_RNA
AC009950.2,ENSG00000225963,NA,NA,Artery Tibial,2.974211848,0.945983742,0.98083371,0.028761898,0.107573057,2.350593426,0.252860521,0.84386682,2.130345028,NA,NA,NoEntrez
AC010136.2,ENSG00000223923,105373878,LOC105373878,Artery Tibial,3.16333463,0.441767115,0.721581752,0.07517215,0.261700228,1.742298247,0.455959848,0.84386682,2.31946781,uncharacterized LOC105373878,antisense_RNA,antisense_RNA
AC010226.4,ENSG00000249249,NA,NA,Artery Tibial,3.585213246,0.004049617,0.073574238,0.177513627,0.30549001,4.096467828,1.251429999,0.84386682,2.741346426,NA,NA,NoEntrez
AC010327.2,ENSG00000269808,NA,NA,Artery Tibial,2.368860932,0.649030224,0.853311509,0.022456637,0.074328789,2.357047308,0.175196472,0.84386682,1.524994112,NA,NA,NoEntrez
AC010733.5,ENSG00000232713,NA,NA,Artery Tibial,4.245334895,0.584495053,0.819163342,0.013903037,0.121815849,1.747419865,0.212863434,0.84386682,3.401468075,NA,NA,NoEntrez
AC010761.8,ENSG00000264577,NA,NA,Artery Tibial,4.948738459,0.077613618,0.311850635,0.115924017,0.301678139,3.252308734,0.981150447,0.84386682,4.104871639,NA,NA,NoEntrez
AC010761.9,ENSG00000265474,NA,NA,Artery Tibial,4.589665503,0.038812901,0.222658943,0.113379779,0.434335177,2.341142051,1.016840348,0.84386682,3.745798683,NA,NA,NoEntrez
AC010883.5,ENSG00000234936,NA,NA,Artery Tibial,2.885319388,0.413981437,0.702148971,0.057050877,0.166031517,4.307535986,0.715186736,0.84386682,2.041452568,NA,NA,NoEntrez
AC011242.6,ENSG00000223658,728819,C1GALT1C1L,Artery Tibial,3.461840665,0.855969913,0.949511423,0.033049522,0.140703929,2.524604248,0.355221737,0.84386682,2.617973845,C1GALT1-specific chaperone 1 like,protein_coding,protein_coding
AC011290.5,ENSG00000236015,NA,NA,Artery Tibial,3.807426738,0.375026239,0.672189783,0.030611648,0.175023056,1.822662642,0.319007986,0.84386682,2.963559918,NA,NA,NoEntrez
AC011526.1,ENSG00000267107,100505495,PCAT19,Artery Tibial,0.151953977,0.9086132,0.96846004,0.032960482,0.259704911,3.11912399,0.810051817,0.84386682,5.591272464,prostate cancer associated transcript 19 (non-protein coding),lincRNA,"lincRNA,miRNA"
AC011737.2,ENSG00000204196,NA,NA,Artery Tibial,1.117735185,0.571954647,0.811934708,0.005050939,0.069220929,12.44557913,0.861494555,0.84386682,0.273868365,NA,NA,NoEntrez
AC011747.7,ENSG00000235092,100506299,ID2-AS1,Artery Tibial,3.790565119,0.005652633,0.084038797,0.223222662,0.397218282,3.897677438,1.548228738,0.84386682,2.946698299,ID2 antisense RNA 1 (head to head),antisense_RNA,antisense_RNA
AC012065.7,ENSG00000260396,NA,NA,Artery Tibial,3.650961544,0.199413067,0.492897581,0.06760763,0.187466368,15.37809408,2.882875446,0.84386682,2.807094723,NA,NA,NoEntrez
AC012074.2,ENSG00000235072,NA,NA,Artery Tibial,2.503628796,0.628043501,0.841309089,0.052622528,0.17519099,1.497677387,0.262379584,0.84386682,1.659761976,NA,NA,NoEntrez
AC012146.7,ENSG00000234327,101928000,LOC101928000,Artery Tibial,0.906618957,0.220872155,0.51947783,0.053773173,0.176608899,3.46961423,0.61276475,0.84386682,0.062752137,uncharacterized LOC101928000,processed_transcript,other
AC012307.3,ENSG00000204685,NA,NA,Artery Tibial,2.042974317,0.412733858,0.700981347,0.081213973,0.109049738,5.293109691,0.577212225,0.84386682,1.199107497,NA,NA,NoEntrez
AC012318.3,ENSG00000224543,NA,NA,Artery Tibial,2.762430694,0.931579013,0.976163301,0.06437273,0.159678305,5.975367644,0.954136577,0.84386682,1.918563874,NA,NA,NoEntrez
AC012358.4,ENSG00000227799,NA,NA,Artery Tibial,2.455617075,0.770216216,0.912639294,0.029695483,0.089676986,1.550540075,0.139047761,0.84386682,1.611750255,NA,NA,NoEntrez
AC012442.5,ENSG00000243389,NA,NA,Artery Tibial,5.378206254,0.835142439,0.940679662,0.011010603,0.101290611,1.792862927,0.181600182,0.84386682,4.534339434,NA,NA,NoEntrez
AC012531.25,ENSG00000260597,NA,NA,Artery Tibial,3.012362197,0.053016542,0.26113336,0.108585891,0.258321497,3.154610234,0.814903638,0.84386682,2.168495377,NA,NA,NoEntrez
AC013283.1,ENSG00000221625,NA,NA,Artery Tibial,1.747403206,0.19226823,0.48371106,0.014341265,0.154896366,1.604180059,0.248481662,0.84386682,0.903536386,NA,NA,NoEntrez
AC013394.2,ENSG00000272888,NA,NA,Artery Tibial,2.615608319,0.751776047,0.903999398,0.051390037,0.082752059,76.99831813,6.371769337,0.84386682,1.771741499,NA,NA,NoEntrez
AC015849.19,ENSG00000267025,NA,NA,Artery Tibial,3.104827453,0.372457331,0.67048278,0.031661409,0.164547253,5.128702867,0.843913969,0.84386682,2.260960633,NA,NA,NoEntrez
AC015971.2,ENSG00000228363,NA,NA,Artery Tibial,3.046216399,0.009511913,0.11052534,0.165925147,0.38926346,2.323960325,0.904632838,0.84386682,2.202349579,NA,NA,NoEntrez
AC016629.8,ENSG00000267858,100131691,MZF1-AS1,Artery Tibial,1.116952998,0.176502551,0.464225367,0.04170643,0.129986414,1.851581656,0.24068046,0.84386682,0.273086178,MZF1 antisense RNA 1,antisense_RNA,antisense_RNA
AC016683.6,ENSG00000189223,654433,PAX8-AS1,Artery Tibial,3.319617271,0.634916245,0.844845679,0.01756396,0.135655864,6.306165423,0.855468316,0.84386682,2.475750451,PAX8 antisense RNA 1,processed_transcript,other
AC016708.2,ENSG00000230076,NA,NA,Artery Tibial,0.74807104,0.931467532,0.976163301,0.009157691,0.078115249,2.943940352,0.229966635,0.84386682,6.187389527,NA,NA,NoEntrez
AC016722.4,ENSG00000228925,NA,NA,Artery Tibial,3.006199145,0.34403109,0.646853193,0.113870029,0.25130917,1.854541641,0.46606332,0.84386682,2.162332325,NA,NA,NoEntrez
AC016725.4,ENSG00000224043,NA,NA,Artery Tibial,3.440954312,0.412567382,0.700976702,0.126006209,0.192586615,2.107664095,0.405907893,0.84386682,2.597087492,NA,NA,NoEntrez
AC016739.2,ENSG00000218175,NA,NA,Artery Tibial,0.792968223,0.860148976,0.951187228,0.015136988,0.113051698,28.5605476,3.228818397,0.84386682,6.232286711,NA,NA,NoEntrez
AC016747.3,ENSG00000212978,339803,LOC339803,Artery Tibial,2.214265939,0.683537806,0.869772723,0.026534522,0.101846894,2.122626514,0.216182917,0.84386682,1.370399119,uncharacterized LOC339803,processed_transcript,other
AC017048.3,ENSG00000163364,NA,NA,Artery Tibial,4.11798114,0.670732599,0.863442291,0.004516998,0.092937001,2.43044626,0.225878386,0.84386682,3.27411432,NA,NA,NoEntrez
AC017099.3,ENSG00000228486,728537,LINC01125,Artery Tibial,3.22601859,0.211659677,0.508652728,0.051526489,0.161851315,1.588472727,0.257096399,0.84386682,2.38215177,long intergenic non-protein coding RNA 1125,protein_coding,protein_coding
